rating,cuisine_type,restaurant_name,avg_check,high_margin
Три звезды,фастфуд,Добрая столовая,1115,0
Четыре звезды,азиатская,Вареники,2365,0
Четыре звезды,итальянская,Кондитерская-Кофе,2336,0
Три звезды,итальянская,Буррито-Кинг,418,0
Одна звезда,русская,Рис и лапша,486,0
Четыре звезды,фастфуд,Бутербродная,1201,0
Пять звезд,азиатская,Горячий хлеб,1329,1
Две звезды,русская,Итальянский дворик,1977,0
Три звезды,фастфуд,Китайский квартал,1341,1
Три звезды,азиатская,Вок-Вок,380,0
Пять звезд,итальянская,Обед-Бокс,1405,0
Три звезды,итальянская,Чайхана,502,0
Пять звезд,фастфуд,Пирожок на углу,354,0
Две звезды,русская,Лапшичная,1936,0
Пять звезд,азиатская,Корн-дог,2267,0
Четыре звезды,азиатская,Кренделёк,711,1
Четыре звезды,итальянская,Халяль-гриль,2037,1
Три звезды,фастфуд,Вечерний свет,325,0
Четыре звезды,русская,Кофе-Брейк,870,1
Три звезды,итальянская,Узбечка,542,0
Одна звезда,итальянская,Быстро и вкусно,394,0
Три звезды,русская,Винный погреб,1085,0
Пять звезд,азиатская,Мороженое-Софт,279,0
Четыре звезды,азиатская,Трапеза,1832,1
Четыре звезды,фастфуд,Трапеза,758,0
Четыре звезды,итальянская,Китайский квартал,822,0
Две звезды,фастфуд,Трапеза,2058,0
Пять звезд,азиатская,Кондитерская-Кофе,653,0
Четыре звезды,русская,Бутербродная,898,0
Четыре звезды,азиатская,Чайхана,2002,1
Четыре звезды,азиатская,Поварёшка,1290,1
Пять звезд,итальянская,Сырная тарелка,2087,1
Пять звезд,азиатская,Студенческая столовая,1047,0
Четыре звезды,фастфуд,Хинкальная,2200,0
Три звезды,русская,Кулинария,1051,0
Четыре звезды,итальянская,Борщ-меню,1506,1
Четыре звезды,русская,Бабушкины пирожки,1513,0
Три звезды,фастфуд,Пивной ресторан,2357,0
Три звезды,фастфуд,Трапеза,1044,0
Три звезды,азиатская,Халяль-гриль,977,0
Четыре звезды,фастфуд,Суп-Суп,2264,0
Три звезды,азиатская,Русский аппетит,2123,0
Три звезды,итальянская,Чайхана,1268,1
Четыре звезды,русская,Русский аппетит,1892,0
Четыре звезды,азиатская,Пивной ресторан,390,0
Две звезды,азиатская,Пирожок на углу,2000,0
Три звезды,итальянская,Вегетарианский уголок,2418,0
Пять звезд,фастфуд,Кулинария,864,0
Четыре звезды,азиатская,Студенческая столовая,1213,0
Три звезды,фастфуд,Вок-Вок,1693,0
Пять звезд,азиатская,Котлетная,2389,0
Две звезды,фастфуд,Кофе-Брейк,574,0
Пять звезд,азиатская,Мама-печёт,1687,0
Три звезды,русская,Винный погреб,1350,0
Одна звезда,русская,Студенческая столовая,1444,0
Три звезды,русская,Фалафельная,2194,0
Три звезды,азиатская,Русский аппетит,1042,0
Четыре звезды,фастфуд,Корн-дог,583,0
Четыре звезды,итальянская,Лапшичная,2115,0
Пять звезд,итальянская,Пончик-хаус,1687,0
Три звезды,итальянская,Китайский квартал,818,1
Три звезды,русская,Китайский квартал,2063,0
Две звезды,русская,Пивной ресторан,2277,0
Одна звезда,русская,Мама-печёт,520,0
Четыре звезды,фастфуд,Ларек с хот-догами,1268,0
Две звезды,русская,СушиВок,1362,1
Четыре звезды,фастфуд,Поварёшка,1014,0
